Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score
19.0,4,8658.0,637.0,10.0,7.0,22.0,7.0,21.0,6.0,14.0,1.0,2599.0,6.0,36.0,1.0,245.0,0.0
49.0,19,160573.0,13293.0,1.0,2.0,8.0,1.0,6.0,2.0,3.0,3.0,551.0,19.0,121.0,5.0,1074.0,2.0
41.0,26,19514.0,1828.0,7.0,5.0,17.0,0.0,12.0,4.0,2.0,2.0,881.0,19.0,0.0,5.0,389.0,1.0
32.0,27,30874.0,2595.0,4.0,5.0,8.0,2.0,8.0,-0.0,2.0,3.0,243.0,21.0,48.0,5.0,390.0,0.0
40.0,24,20078.0,1447.0,10.0,10.0,31.0,8.0,23.0,22.0,12.0,1.0,4545.0,13.0,120.0,1.0,244.0,1.0
33.0,21,44261.0,3757.0,4.0,1.0,5.0,1.0,12.0,3.0,2.0,3.0,452.0,29.0,20.0,5.0,462.0,2.0
21.0,26,15307.0,1097.0,2.0,1.0,3.0,0.0,1.0,4.0,3.0,3.0,705.0,24.0,0.0,1.0,284.0,2.0
41.0,27,16626.0,1096.0,,2.0,5.0,0.0,7.0,6.0,0.0,3.0,1113.0,22.0,0.0,1.0,296.0,2.0
30.0,18,100914.0,8546.0,5.0,5.0,16.0,5.0,9.0,24.0,4.0,2.0,1410.0,8.0,242.0,6.0,761.0,1.0
42.0,16,40600.0,3420.0,4.0,7.0,6.0,2.0,0.0,9.0,2.0,3.0,1198.0,20.0,63.0,5.0,393.0,1.0
46.0,27,15341.0,1035.0,6.0,7.0,3.0,1.0,10.0,4.0,1.0,2.0,1152.0,20.0,6.0,1.0,263.0,1.0
21.0,10,125280.0,10704.0,,5.0,3.0,4.0,5.0,11.0,0.0,3.0,1388.0,21.0,305.0,2.0,547.0,2.0
42.0,21,28825.0,2648.0,5.0,6.0,19.0,5.0,20.0,16.0,8.0,2.0,1310.0,13.0,76.0,2.0,357.0,1.0
43.0,20,85324.0,7286.0,5.0,7.0,18.0,3.0,13.0,18.0,3.0,2.0,713.0,28.0,197.0,2.0,559.0,1.0
24.0,19,78498.0,6568.0,8.0,5.0,17.0,0.0,9.0,8.0,7.0,2.0,910.0,9.0,0.0,3.0,429.0,1.0
29.0,19,9474.0,745.0,7.0,6.0,30.0,2.0,14.0,17.0,9.0,1.0,2370.0,9.0,15.0,1.0,299.0,0.0
17.0,10,59304.0,4972.0,10.0,10.0,24.0,3.0,24.0,2.0,12.0,1.0,1945.0,12.0,76.0,6.0,601.0,0.0
40.0,17,134947.0,11293.0,7.0,6.0,16.0,4.0,18.0,8.0,6.0,2.0,1085.0,18.0,321.0,6.0,768.0,1.0
45.0,23,142635.0,11708.0,,5.0,12.0,3.0,10.0,8.0,0.0,3.0,462.0,20.0,308.0,6.0,959.0,0.0
45.0,12,120260.0,9904.0,4.0,5.0,14.0,1.0,17.0,18.0,2.0,2.0,1436.0,20.0,53.0,5.0,1001.0,0.0
55.0,21,120644.0,10043.0,4.0,6.0,7.0,4.0,10.0,10.0,1.0,3.0,1437.0,17.0,257.0,4.0,509.0,0.0
31.0,12,10216.0,679.0,10.0,8.0,22.0,5.0,23.0,19.0,6.0,1.0,3703.0,11.0,28.0,4.0,269.0,0.0
15.0,27,72524.0,5908.0,6.0,5.0,17.0,3.0,24.0,8.0,6.0,1.0,2699.0,14.0,153.0,6.0,529.0,0.0
14.0,4,18064.0,1579.0,6.0,5.0,23.0,6.0,8.0,19.0,6.0,2.0,2116.0,7.0,77.0,1.0,246.0,0.0
33.0,27,43655.0,3794.0,5.0,7.0,5.0,4.0,3.0,2.0,0.0,3.0,97.0,29.0,131.0,6.0,438.0,0.0
44.0,19,11391.0,752.0,8.0,5.0,1.0,4.0,21.0,10.0,3.0,2.0,589.0,19.0,60.0,1.0,304.0,1.0
18.0,17,80206.0,6766.0,5.0,4.0,20.0,5.0,18.0,7.0,6.0,2.0,1129.0,8.0,260.0,5.0,590.0,1.0
41.0,23,34019.0,2956.0,6.0,5.0,29.0,7.0,16.0,6.0,7.0,1.0,1747.0,15.0,174.0,4.0,196.0,0.0
38.0,4,88069.0,7552.0,1.0,7.0,5.0,3.0,8.0,7.0,2.0,3.0,1096.0,21.0,151.0,3.0,355.0,1.0
51.0,27,85918.0,7210.0,3.0,4.0,2.0,4.0,10.0,-2.0,2.0,3.0,351.0,25.0,276.0,2.0,43.0,2.0
29.0,19,20483.0,1811.0,7.0,7.0,32.0,8.0,22.0,4.0,6.0,1.0,2469.0,8.0,106.0,1.0,246.0,1.0
45.0,24,29313.0,2151.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,3.0,341.0,31.0,52.0,5.0,330.0,2.0
41.0,13,97059.0,8295.0,3.0,2.0,9.0,0.0,8.0,11.0,5.0,3.0,192.0,33.0,0.0,5.0,851.0,1.0
46.0,18,56830.0,4618.0,3.0,7.0,5.0,3.0,12.0,3.0,4.0,3.0,140.0,28.0,92.0,1.0,226.0,2.0
33.0,19,73417.0,6001.0,7.0,4.0,20.0,4.0,19.0,14.0,4.0,2.0,2402.0,11.0,163.0,5.0,614.0,1.0
26.0,26,21440.0,1555.0,5.0,3.0,9.0,3.0,10.0,6.0,1.0,2.0,969.0,32.0,35.0,1.0,260.0,1.0
53.0,21,17931.0,1633.0,6.0,6.0,16.0,3.0,8.0,1.0,1.0,2.0,51.0,16.0,43.0,3.0,301.0,1.0
29.0,24,18341.0,1323.0,2.0,3.0,6.0,0.0,6.0,5.0,1.0,3.0,1300.0,17.0,0.0,1.0,368.0,1.0
22.0,23,10885.0,611.0,5.0,5.0,5.0,1.0,16.0,9.0,4.0,2.0,246.0,14.0,6.0,1.0,323.0,1.0
39.0,10,60682.0,5179.0,8.0,5.0,23.0,5.0,22.0,26.0,8.0,1.0,,8.0,195.0,6.0,520.0,1.0
34.0,10,69341.0,5919.0,3.0,3.0,11.0,1.0,5.0,6.0,3.0,2.0,302.0,15.0,54.0,4.0,684.0,1.0
51.0,18,18710.0,1363.0,2.0,6.0,8.0,4.0,8.0,10.0,1.0,3.0,830.0,29.0,50.0,1.0,296.0,1.0
21.0,26,22020.0,1605.0,5.0,6.0,6.0,3.0,12.0,5.0,4.0,3.0,1343.0,25.0,36.0,1.0,221.0,0.0
50.0,26,124183.0,10156.0,7.0,5.0,5.0,2.0,15.0,11.0,6.0,3.0,247.0,31.0,156.0,2.0,246.0,2.0
43.0,23,94158.0,7743.0,1.0,4.0,3.0,4.0,2.0,9.0,4.0,3.0,1415.0,32.0,204.0,4.0,597.0,1.0
23.0,23,34601.0,3141.0,5.0,3.0,14.0,2.0,11.0,15.0,5.0,2.0,68.0,9.0,30.0,1.0,193.0,1.0
35.0,21,14192.0,1401.0,4.0,3.0,19.0,4.0,8.0,16.0,8.0,2.0,1483.0,17.0,45.0,1.0,326.0,1.0
37.0,23,32387.0,2819.0,8.0,4.0,12.0,0.0,8.0,11.0,4.0,2.0,565.0,16.0,0.0,5.0,449.0,0.0
55.0,26,143829.0,11755.0,3.0,3.0,12.0,0.0,11.0,3.0,1.0,2.0,269.0,25.0,0.0,6.0,1317.0,1.0
20.0,22,62475.0,5307.0,7.0,7.0,28.0,5.0,13.0,25.0,11.0,1.0,3523.0,0.0,177.0,3.0,390.0,0.0
36.0,24,57792.0,4665.0,8.0,9.0,29.0,3.0,10.0,12.0,8.0,2.0,1938.0,10.0,133.0,4.0,416.0,0.0
30.0,13,9335.0,844.0,7.0,10.0,26.0,6.0,19.0,18.0,7.0,2.0,1860.0,13.0,41.0,1.0,267.0,0.0
54.0,23,61934.0,5308.0,7.0,5.0,15.0,0.0,12.0,15.0,2.0,2.0,107.0,32.0,0.0,4.0,629.0,1.0
30.0,22,11826.0,836.0,8.0,6.0,6.0,3.0,15.0,3.0,1.0,2.0,673.0,26.0,25.0,5.0,294.0,1.0
51.0,20,18666.0,1323.0,3.0,4.0,11.0,4.0,5.0,3.0,2.0,3.0,770.0,31.0,58.0,2.0,223.0,2.0
45.0,19,152252.0,12702.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,522.0,30.0,212.0,6.0,1166.0,2.0
19.0,4,145858.0,11878.0,5.0,4.0,7.0,4.0,6.0,-1.0,0.0,3.0,1321.0,30.0,262.0,3.0,778.0,1.0
21.0,18,32394.0,2631.0,8.0,10.0,25.0,9.0,17.0,5.0,12.0,1.0,1941.0,18.0,143.0,6.0,315.0,0.0
22.0,22,23537.0,1906.0,7.0,4.0,8.0,3.0,19.0,7.0,6.0,2.0,174.0,9.0,53.0,6.0,356.0,1.0
40.0,23,90894.0,7744.0,5.0,5.0,1.0,4.0,12.0,10.0,0.0,3.0,49.0,19.0,259.0,6.0,621.0,0.0
43.0,10,96882.0,8229.0,5.0,6.0,6.0,1.0,1.0,11.0,3.0,3.0,355.0,30.0,73.0,2.0,245.0,1.0
45.0,13,51093.0,4080.0,8.0,9.0,25.0,6.0,24.0,27.0,9.0,1.0,3628.0,10.0,246.0,2.0,120.0,1.0
19.0,15,29651.0,2460.0,6.0,5.0,6.0,2.0,15.0,8.0,2.0,2.0,1217.0,27.0,37.0,4.0,297.0,1.0
43.0,18,20202.0,1480.0,7.0,6.0,18.0,3.0,13.0,10.0,2.0,2.0,197.0,17.0,43.0,2.0,317.0,1.0
25.0,13,44323.0,3909.0,10.0,5.0,22.0,5.0,22.0,19.0,9.0,1.0,3089.0,12.0,184.0,5.0,317.0,0.0
16.0,17,57877.0,4531.0,8.0,10.0,15.0,5.0,14.0,14.0,11.0,2.0,1805.0,19.0,204.0,3.0,292.0,0.0
33.0,10,34758.0,2979.0,1.0,2.0,6.0,3.0,6.0,8.0,1.0,3.0,1005.0,20.0,79.0,4.0,389.0,2.0
53.0,4,17250.0,1682.0,1.0,6.0,10.0,3.0,5.0,4.0,1.0,3.0,1308.0,29.0,24.0,1.0,248.0,0.0
30.0,22,20048.0,1637.0,2.0,6.0,9.0,4.0,6.0,5.0,1.0,3.0,224.0,0.0,41.0,1.0,302.0,1.0
31.0,4,110525.0,9471.0,7.0,7.0,9.0,5.0,16.0,7.0,8.0,2.0,993.0,8.0,267.0,6.0,689.0,1.0
22.0,17,167545.0,,5.0,4.0,2.0,3.0,9.0,4.0,0.0,3.0,503.0,15.0,234.0,5.0,1009.0,2.0
45.0,24,127921.0,10899.0,7.0,6.0,18.0,3.0,21.0,13.0,3.0,2.0,1043.0,0.0,226.0,2.0,523.0,1.0
23.0,27,102383.0,8539.0,6.0,5.0,17.0,4.0,17.0,9.0,10.0,2.0,1407.0,24.0,180.0,6.0,720.0,1.0
32.0,10,165798.0,,2.0,5.0,5.0,1.0,12.0,3.0,0.0,3.0,1022.0,17.0,117.0,6.0,1335.0,2.0
35.0,15,18578.0,1426.0,1.0,3.0,1.0,3.0,11.0,11.0,5.0,3.0,779.0,31.0,38.0,1.0,271.0,2.0
27.0,24,19827.0,1469.0,8.0,7.0,17.0,1.0,10.0,9.0,3.0,2.0,282.0,22.0,15.0,1.0,313.0,1.0
18.0,10,7780.0,368.0,8.0,5.0,33.0,7.0,19.0,25.0,6.0,1.0,4108.0,12.0,38.0,6.0,234.0,1.0
21.0,13,78604.0,6540.0,6.0,5.0,4.0,1.0,12.0,1.0,1.0,3.0,1078.0,27.0,63.0,3.0,359.0,2.0
30.0,21,88120.0,7377.0,5.0,6.0,15.0,4.0,12.0,4.0,2.0,2.0,534.0,33.0,164.0,3.0,400.0,1.0
22.0,22,9989.0,653.0,5.0,4.0,20.0,2.0,11.0,10.0,1.0,2.0,731.0,18.0,10.0,6.0,288.0,1.0
52.0,27,15948.0,1625.0,4.0,4.0,5.0,3.0,12.0,3.0,2.0,3.0,1068.0,24.0,23.0,4.0,312.0,2.0
22.0,4,20938.0,1896.0,6.0,9.0,23.0,5.0,16.0,0.0,9.0,1.0,1657.0,9.0,56.0,3.0,252.0,0.0
17.0,23,74346.0,6134.0,7.0,10.0,25.0,8.0,18.0,6.0,11.0,1.0,2684.0,10.0,303.0,5.0,425.0,0.0
40.0,16,82289.0,6951.0,8.0,8.0,22.0,5.0,17.0,18.0,11.0,1.0,4736.0,8.0,240.0,6.0,593.0,1.0
48.0,24,10682.0,689.0,7.0,6.0,6.0,4.0,18.0,8.0,0.0,2.0,1269.0,27.0,17.0,1.0,305.0,1.0
53.0,17,28127.0,2579.0,6.0,5.0,11.0,1.0,18.0,15.0,5.0,2.0,1187.0,26.0,17.0,4.0,352.0,1.0
29.0,21,41587.0,3704.0,5.0,4.0,3.0,2.0,8.0,7.0,4.0,3.0,1353.0,16.0,68.0,6.0,510.0,2.0
40.0,12,41588.0,3201.0,5.0,3.0,7.0,2.0,8.0,11.0,4.0,3.0,630.0,26.0,61.0,1.0,256.0,1.0
50.0,20,95534.0,8015.0,6.0,4.0,11.0,0.0,18.0,3.0,0.0,2.0,1273.0,32.0,0.0,2.0,693.0,1.0
34.0,16,25744.0,1923.0,6.0,4.0,14.0,1.0,18.0,7.0,1.0,2.0,1118.0,0.0,12.0,5.0,381.0,1.0
24.0,15,14156.0,1251.0,3.0,4.0,4.0,4.0,8.0,8.0,4.0,3.0,602.0,26.0,36.0,1.0,248.0,2.0
43.0,10,31061.0,2534.0,5.0,7.0,10.0,4.0,8.0,6.0,8.0,2.0,157.0,17.0,76.0,2.0,345.0,1.0
38.0,19,15512.0,1431.0,3.0,4.0,13.0,5.0,6.0,16.0,4.0,2.0,865.0,11.0,48.0,1.0,226.0,1.0
20.0,12,14384.0,1218.0,3.0,7.0,19.0,6.0,17.0,11.0,5.0,2.0,1465.0,6.0,65.0,2.0,212.0,1.0
31.0,10,39357.0,3125.0,3.0,4.0,6.0,3.0,4.0,3.0,0.0,3.0,1170.0,24.0,85.0,5.0,438.0,0.0
38.0,19,7468.0,681.0,8.0,8.0,29.0,9.0,27.0,27.0,11.0,1.0,2550.0,0.0,44.0,2.0,239.0,0.0
49.0,16,144342.0,,7.0,5.0,11.0,0.0,14.0,9.0,1.0,2.0,334.0,15.0,0.0,6.0,1152.0,1.0
44.0,15,19911.0,1833.0,5.0,5.0,17.0,7.0,15.0,17.0,6.0,2.0,2141.0,19.0,95.0,1.0,213.0,1.0
35.0,10,9134.0,1051.0,5.0,10.0,15.0,3.0,12.0,16.0,6.0,2.0,1621.0,15.0,15.0,3.0,313.0,1.0
39.0,18,53869.0,4359.0,9.0,9.0,24.0,9.0,16.0,22.0,11.0,1.0,4404.0,9.0,253.0,2.0,127.0,0.0
49.0,27,100887.0,8271.0,5.0,7.0,19.0,4.0,14.0,17.0,0.0,2.0,491.0,19.0,257.0,3.0,634.0,1.0
34.0,27,78156.0,6526.0,5.0,7.0,8.0,4.0,17.0,6.0,4.0,3.0,884.0,24.0,154.0,2.0,188.0,2.0
44.0,20,119016.0,9918.0,8.0,3.0,8.0,0.0,8.0,4.0,1.0,2.0,839.0,32.0,0.0,2.0,298.0,1.0
54.0,21,30637.0,2427.0,5.0,7.0,10.0,3.0,15.0,7.0,4.0,2.0,414.0,22.0,48.0,,307.0,1.0
32.0,23,32473.0,2797.0,4.0,5.0,6.0,0.0,1.0,8.0,3.0,3.0,549.0,20.0,0.0,6.0,492.0,2.0
30.0,16,30383.0,2821.0,3.0,7.0,14.0,3.0,19.0,13.0,1.0,2.0,527.0,32.0,60.0,5.0,426.0,1.0
20.0,27,81425.0,6579.0,9.0,5.0,26.0,7.0,19.0,3.0,7.0,1.0,1729.0,13.0,375.0,5.0,296.0,1.0
37.0,20,130220.0,11141.0,6.0,3.0,14.0,3.0,14.0,2.0,0.0,2.0,410.0,29.0,245.0,6.0,988.0,1.0
30.0,16,67978.0,5803.0,9.0,5.0,27.0,9.0,21.0,18.0,11.0,1.0,4683.0,8.0,301.0,4.0,375.0,1.0
28.0,10,122028.0,9899.0,2.0,7.0,8.0,3.0,11.0,10.0,4.0,3.0,53.0,25.0,290.0,2.0,288.0,0.0
43.0,26,17776.0,1727.0,10.0,6.0,34.0,5.0,11.0,16.0,9.0,2.0,2221.0,18.0,57.0,4.0,309.0,0.0
28.0,26,13618.0,1332.0,4.0,3.0,11.0,0.0,20.0,8.0,0.0,3.0,1480.0,31.0,0.0,6.0,355.0,2.0
21.0,26,48089.0,3902.0,10.0,8.0,18.0,5.0,19.0,18.0,7.0,1.0,2654.0,7.0,192.0,1.0,305.0,1.0
28.0,13,53770.0,4666.0,8.0,8.0,17.0,5.0,17.0,14.0,12.0,2.0,2028.0,17.0,204.0,3.0,298.0,1.0
32.0,10,107572.0,9133.0,4.0,4.0,15.0,2.0,12.0,12.0,2.0,2.0,302.0,18.0,106.0,6.0,888.0,1.0
36.0,23,71814.0,5976.0,3.0,5.0,10.0,0.0,15.0,6.0,4.0,3.0,1434.0,32.0,0.0,4.0,512.0,1.0
46.0,12,53052.0,4546.0,6.0,5.0,12.0,2.0,9.0,-3.0,2.0,2.0,434.0,16.0,79.0,4.0,452.0,1.0
36.0,12,76082.0,6082.0,6.0,5.0,13.0,3.0,17.0,7.0,4.0,2.0,847.0,32.0,186.0,6.0,574.0,1.0
21.0,18,53709.0,4375.0,10.0,10.0,29.0,8.0,15.0,14.0,12.0,1.0,3069.0,9.0,321.0,6.0,286.0,1.0
29.0,22,7981.0,412.0,9.0,5.0,22.0,9.0,17.0,25.0,8.0,1.0,4064.0,0.0,57.0,6.0,213.0,0.0
41.0,10,89338.0,,4.0,5.0,10.0,3.0,4.0,2.0,3.0,3.0,915.0,0.0,149.0,1.0,399.0,2.0
26.0,20,35180.0,2695.0,5.0,7.0,12.0,2.0,0.0,7.0,2.0,3.0,33.0,25.0,44.0,1.0,335.0,0.0
29.0,27,40701.0,3309.0,8.0,9.0,26.0,3.0,17.0,11.0,12.0,2.0,2052.0,5.0,72.0,4.0,436.0,1.0
22.0,17,14274.0,907.0,4.0,4.0,12.0,3.0,9.0,8.0,4.0,2.0,1243.0,11.0,18.0,1.0,246.0,1.0
40.0,22,36348.0,3265.0,6.0,5.0,32.0,9.0,24.0,5.0,209.0,1.0,,3.0,149.0,6.0,389.0,1.0
55.0,22,24466.0,2325.0,4.0,7.0,6.0,3.0,20.0,11.0,4.0,2.0,858.0,30.0,41.0,1.0,285.0,1.0
37.0,12,14792.0,1181.0,10.0,7.0,20.0,8.0,19.0,25.0,12.0,1.0,,9.0,54.0,2.0,290.0,1.0
21.0,19,17009.0,1469.0,7.0,8.0,15.0,3.0,17.0,14.0,6.0,2.0,2587.0,12.0,21.0,5.0,336.0,0.0
20.0,4,128427.0,10621.0,5.0,4.0,1.0,3.0,8.0,9.0,3.0,3.0,201.0,15.0,224.0,6.0,850.0,1.0
38.0,12,40085.0,3455.0,6.0,6.0,18.0,5.0,15.0,1.0,12.0,1.0,2343.0,18.0,142.0,6.0,399.0,0.0
27.0,22,53218.0,4715.0,10.0,9.0,25.0,2.0,17.0,8.0,8.0,1.0,2623.0,0.0,56.0,6.0,620.0,1.0
52.0,13,47165.0,3782.0,8.0,4.0,7.0,0.0,16.0,7.0,2.0,2.0,248.0,27.0,0.0,5.0,575.0,1.0
53.0,15,16252.0,1584.0,1.0,5.0,4.0,2.0,12.0,3.0,0.0,3.0,1484.0,32.0,19.0,1.0,251.0,2.0
43.0,19,19344.0,1541.0,5.0,3.0,8.0,1.0,11.0,3.0,2.0,2.0,861.0,27.0,12.0,1.0,256.0,1.0
26.0,24,24482.0,2242.0,6.0,4.0,9.0,1.0,20.0,8.0,4.0,2.0,725.0,25.0,15.0,1.0,274.0,1.0
22.0,26,31396.0,2469.0,2.0,3.0,12.0,3.0,5.0,8.0,4.0,3.0,1294.0,24.0,70.0,2.0,299.0,1.0
39.0,23,40430.0,3489.0,6.0,8.0,15.0,9.0,24.0,4.0,12.0,1.0,1783.0,6.0,256.0,6.0,296.0,0.0
20.0,15,8538.0,992.0,7.0,5.0,30.0,6.0,23.0,24.0,6.0,1.0,4171.0,1.0,27.0,2.0,315.0,1.0
25.0,23,143252.0,12131.0,5.0,7.0,10.0,4.0,10.0,9.0,1.0,3.0,1186.0,0.0,251.0,1.0,498.0,2.0
42.0,23,70580.0,5991.0,5.0,3.0,4.0,4.0,2.0,9.0,0.0,3.0,1362.0,31.0,221.0,5.0,425.0,2.0
17.0,27,15359.0,1557.0,7.0,5.0,13.0,6.0,10.0,19.0,4.0,2.0,1631.0,14.0,54.0,1.0,335.0,1.0
38.0,26,48996.0,3799.0,5.0,7.0,12.0,4.0,19.0,13.0,1.0,2.0,285.0,18.0,135.0,4.0,254.0,1.0
27.0,19,16674.0,1342.0,1.0,4.0,5.0,1.0,4.0,2.0,4.0,3.0,1471.0,0.0,13.0,1.0,335.0,2.0
25.0,19,18309.0,1301.0,3.0,5.0,22.0,2.0,11.0,18.0,12.0,2.0,1909.0,19.0,21.0,2.0,346.0,0.0
15.0,17,147620.0,12059.0,5.0,7.0,5.0,0.0,10.0,11.0,7.0,2.0,1082.0,23.0,0.0,1.0,978.0,1.0
31.0,19,19363.0,1904.0,8.0,6.0,11.0,2.0,17.0,18.0,10.0,2.0,111.0,14.0,30.0,1.0,304.0,0.0
39.0,23,83384.0,7080.0,3.0,9.0,24.0,3.0,11.0,15.0,9.0,2.0,2613.0,11.0,112.0,5.0,673.0,0.0
23.0,4,38060.0,3197.0,6.0,6.0,31.0,6.0,25.0,25.0,8.0,1.0,3813.0,3.0,172.0,2.0,118.0,0.0
16.0,20,59662.0,4777.0,7.0,4.0,16.0,3.0,8.0,8.0,6.0,2.0,634.0,5.0,85.0,4.0,387.0,1.0
23.0,10,16311.0,1184.0,5.0,6.0,6.0,4.0,11.0,8.0,3.0,2.0,598.0,18.0,35.0,1.0,292.0,1.0
21.0,20,18426.0,1513.0,6.0,6.0,14.0,6.0,19.0,9.0,8.0,2.0,364.0,12.0,78.0,1.0,267.0,1.0
35.0,22,71282.0,5807.0,2.0,4.0,11.0,1.0,4.0,5.0,2.0,3.0,1440.0,32.0,37.0,1.0,96.0,1.0
34.0,12,36638.0,2807.0,3.0,6.0,20.0,4.0,11.0,14.0,4.0,2.0,110.0,21.0,120.0,1.0,217.0,1.0
20.0,27,150746.0,12589.0,,5.0,11.0,0.0,4.0,2.0,3.0,3.0,696.0,29.0,0.0,6.0,1288.0,1.0
40.0,15,30509.0,2321.0,5.0,7.0,8.0,4.0,12.0,10.0,6.0,2.0,1496.0,0.0,66.0,6.0,374.0,2.0
35.0,16,55670.0,4395.0,3.0,10.0,26.0,3.0,18.0,7.0,8.0,2.0,2074.0,6.0,136.0,1.0,316.0,0.0
33.0,23,26625.0,2161.0,6.0,6.0,9.0,6.0,8.0,18.0,4.0,2.0,1317.0,10.0,122.0,3.0,287.0,1.0
31.0,4,16490.0,1574.0,1.0,3.0,5.0,2.0,11.0,1.0,3.0,3.0,1015.0,20.0,17.0,1.0,221.0,1.0
21.0,23,15652.0,1318.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,37.0,30.0,10.0,2.0,309.0,2.0
21.0,4,120368.0,10210.0,1.0,7.0,12.0,3.0,11.0,8.0,1.0,3.0,785.0,21.0,288.0,2.0,181.0,1.0
39.0,12,10737.0,884.0,8.0,4.0,14.0,4.0,16.0,16.0,8.0,2.0,1126.0,18.0,19.0,2.0,260.0,1.0
26.0,4,82316.0,6625.0,,5.0,4.0,3.0,12.0,11.0,0.0,3.0,42.0,17.0,133.0,6.0,624.0,0.0
22.0,26,106168.0,8700.0,,4.0,9.0,3.0,14.0,4.0,2.0,3.0,525.0,24.0,191.0,2.0,221.0,1.0
36.0,23,54201.0,4535.0,6.0,9.0,30.0,3.0,24.0,7.0,8.0,1.0,2339.0,8.0,108.0,2.0,408.0,0.0
23.0,12,32023.0,2549.0,7.0,10.0,19.0,2.0,16.0,9.0,6.0,2.0,2518.0,12.0,29.0,6.0,407.0,1.0
37.0,13,21093.0,1677.0,1.0,5.0,10.0,3.0,9.0,6.0,3.0,3.0,694.0,26.0,29.0,2.0,267.0,2.0
38.0,22,21585.0,1525.0,7.0,4.0,17.0,4.0,20.0,15.0,4.0,2.0,83.0,17.0,67.0,5.0,316.0,1.0
24.0,27,9669.0,925.0,8.0,6.0,31.0,6.0,20.0,2.0,11.0,1.0,1626.0,9.0,44.0,2.0,267.0,0.0
23.0,10,72207.0,5881.0,6.0,7.0,21.0,5.0,25.0,2.0,12.0,1.0,1803.0,12.0,287.0,2.0,84.0,0.0
34.0,22,9643.0,829.0,9.0,6.0,17.0,8.0,19.0,16.0,10.0,1.0,2836.0,5.0,43.0,6.0,258.0,1.0
24.0,22,127014.0,10870.0,7.0,6.0,14.0,3.0,15.0,16.0,6.0,2.0,245.0,8.0,215.0,4.0,594.0,1.0
40.0,16,13351.0,1256.0,6.0,3.0,13.0,2.0,15.0,13.0,1.0,2.0,303.0,22.0,13.0,2.0,357.0,1.0
29.0,18,162713.0,13672.0,2.0,3.0,10.0,1.0,5.0,3.0,3.0,3.0,640.0,29.0,97.0,4.0,706.0,0.0
15.0,20,57407.0,4570.0,3.0,3.0,18.0,4.0,11.0,9.0,5.0,2.0,895.0,0.0,128.0,5.0,411.0,1.0
30.0,18,21487.0,1602.0,1.0,2.0,6.0,3.0,10.0,2.0,3.0,3.0,425.0,25.0,41.0,1.0,336.0,2.0
32.0,21,51568.0,4016.0,6.0,10.0,26.0,5.0,15.0,4.0,8.0,1.0,2620.0,9.0,172.0,5.0,372.0,1.0
31.0,10,15566.0,1202.0,8.0,8.0,28.0,5.0,21.0,19.0,8.0,1.0,3412.0,12.0,45.0,6.0,288.0,1.0
17.0,17,93712.0,7832.0,6.0,4.0,10.0,0.0,,9.0,5.0,2.0,20.0,30.0,0.0,5.0,899.0,2.0
18.0,23,60314.0,5004.0,10.0,7.0,16.0,7.0,13.0,9.0,9.0,2.0,1902.0,16.0,219.0,4.0,260.0,0.0
37.0,17,69840.0,5874.0,6.0,5.0,10.0,1.0,8.0,-2.0,4.0,3.0,651.0,18.0,49.0,1.0,385.0,2.0
29.0,20,130173.0,10703.0,1.0,4.0,7.0,4.0,9.0,0.0,0.0,3.0,697.0,16.0,239.0,6.0,860.0,1.0
42.0,17,16632.0,1209.0,,3.0,6.0,1.0,1.0,6.0,7.0,3.0,1415.0,21.0,7.0,3.0,324.0,1.0
45.0,16,85062.0,6988.0,8.0,3.0,16.0,2.0,16.0,17.0,0.0,2.0,321.0,17.0,124.0,5.0,551.0,1.0
26.0,22,18094.0,1570.0,9.0,10.0,18.0,7.0,20.0,28.0,12.0,1.0,2673.0,7.0,99.0,3.0,276.0,1.0
38.0,20,143823.0,11901.0,7.0,4.0,10.0,4.0,10.0,14.0,7.0,2.0,1436.0,31.0,373.0,5.0,792.0,1.0
33.0,15,43340.0,3521.0,3.0,5.0,9.0,1.0,14.0,8.0,4.0,3.0,539.0,28.0,35.0,5.0,432.0,2.0
33.0,16,34357.0,2632.0,7.0,4.0,30.0,5.0,9.0,17.0,5.0,2.0,1751.0,6.0,108.0,5.0,370.0,1.0
54.0,20,20059.0,1523.0,8.0,5.0,12.0,4.0,11.0,2.0,8.0,3.0,909.0,16.0,45.0,1.0,279.0,0.0
38.0,18,44732.0,3602.0,6.0,3.0,28.0,3.0,15.0,13.0,8.0,2.0,2298.0,8.0,70.0,1.0,141.0,1.0
41.0,27,18329.0,1312.0,7.0,6.0,6.0,6.0,11.0,18.0,5.0,2.0,161.0,19.0,51.0,6.0,288.0,1.0
33.0,26,17446.0,1245.0,6.0,7.0,15.0,7.0,23.0,9.0,8.0,2.0,2239.0,14.0,73.0,1.0,198.0,0.0
